Orig_ID,Library_ref,R_ID,Int_Type,Intervention,LLIN_Gen,Mosquito_species,Species_clean,Hut,my_species,Insecticide,Insecticide_class,R_Site,Site_number,is.comb,Ins_type,control,is_treat,is_washed,No_washes,field_age,Nights_collect,Nights_known,Totals_known,N_total,N_fed,N_exited,N_24h_mort,N_72h_mort,N_dead_comb,N_Control,pc_Deterred,pc_dead,pc_dead_chlor,pc_fed,pc_dead_comb,pc_veranda,year,Data_public,Data_visible,plot_code,Note
64,60,39,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,0,0,0,36,1,1,1075,393,561,384,,384,1095,1.826484018,35.72093023,,36.55813953,35.72093023,52.18604651,,1,1,0,
64,60,39,LLIN,Olyset Plus,2,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,0,0,0,36,1,1,1278,148,685,685,,685,1095,-16.71232877,53.59937402,,11.58059468,53.59937402,53.59937402,,1,1,0,
64,60,39,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,0,0,0,36,1,1,657,92,337,414,,414,1095,40,63.01369863,,14.00304414,63.01369863,51.29375951,,1,1,0,
65,60,40,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,Tengrela_BurkinaFaso,24,1,1,1,0,0,0,0,36,1,1,482,216,126,39,,39,NA,0,8.091286307,,44.81327801,8.091286307,26.14107884,,1,1,0,
65,60,40,LLIN,DawaPlus 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Tengrela_BurkinaFaso,24,1,3,0,1,0,0,0,36,1,1,626,293,163,94,,94,482,-29.87551867,15.01597444,,46.80511182,15.01597444,26.03833866,,1,1,0,
65,60,40,LLIN,Olyset Net,1,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin,pyrethroid,Tengrela_BurkinaFaso,24,1,4,0,1,0,0,0,36,1,1,922,275,330,179,,179,482,-91.28630705,19.4143167,,29.82646421,19.4143167,35.79175705,,1,1,0,
65,60,40,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Tengrela_BurkinaFaso,24,1,3,0,1,0,0,0,36,1,1,859,364,255,173,,173,482,-78.21576763,20.13969732,,42.37485448,20.13969732,29.68568102,,1,1,0,
65,60,40,LLIN,Olyset Plus,2,An. gambiae s.l.,An. gambiae s.l.,West,3,permethrin + PBO,pyrethroid + PBO,Tengrela_BurkinaFaso,24,2,10,0,1,0,0,0,36,1,1,695,186,269,196,,196,482,-44.19087137,28.20143885,,26.76258993,28.20143885,38.70503597,,1,1,0,
65,60,40,LLIN,PermaNet 3.0,2,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,Tengrela_BurkinaFaso,24,2,10,0,1,0,0,0,36,1,1,795,167,254,371,,371,482,-64.93775934,46.66666667,,21.00628931,46.66666667,31.94968553,,1,1,0,
66,61,41,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,East,3,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,54,1,1,723,202,618,108,,108,NA,0,14.93775934,,27.93914246,14.93775934,85.47717842,,1,1,0,
66,61,41,LLIN_Dip,K-Othrine SC,1,An. gambiae s.s.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,3,0,54,1,1,560,59,515,411,,411,723,22.54495159,73.39285714,,10.53571429,73.39285714,91.96428571,,1,1,0,
66,61,41,LLIN,PermaNet 2.0,1,An. gambiae s.s.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,20,0,54,1,1,586,54,518,510,,510,723,18.94882434,87.03071672,,9.215017065,87.03071672,88.39590444,,1,1,0,
66,61,41,LLIN,PermaNet 2.0,1,An. gambiae s.s.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,54,1,1,574,59,491,548,,548,723,20.60857538,95.47038328,,10.27874564,95.47038328,85.54006969,,1,1,0,
66,61,41,LLIN,PermaNet 3.0,2,An. gambiae s.s.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,1,20,0,54,1,1,558,58,474,531,,531,723,22.82157676,95.16129032,,10.39426523,95.16129032,84.94623656,,1,1,0,
66,61,41,LLIN,PermaNet 3.0,2,An. gambiae s.s.,An. gambiae s.l.,East,3,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,0,0,0,54,1,1,425,11,335,407,,407,723,41.21715076,95.76470588,,2.588235294,95.76470588,78.82352941,,1,1,0,
69,64,42,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,1176,1,1,8106,1102,3632,1265,,1265,NA,0,15.60572415,,13.594868,15.60572415,44.80631631,,1,1,0,
69,64,42,LLIN_Dip,ICON Maxx,1,An. gambiae,An. gambiae s.l.,West,3,lambdacyhalothrin,pyrethroid,Mbe_Cotedivoire,16,1,5,0,1,0,0,0,1176,1,1,1094,139,381,166,,166,8106,86.50382433,15.17367459,,12.70566728,15.17367459,34.82632541,,1,1,0,
69,64,42,Untreated net,Untreated,NA,An. funestus,An. funestus,West,2,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,1176,1,1,2816,138,2078,1659,,1659,2816,0,58.91335227,,4.900568182,58.91335227,73.79261364,,1,1,0,
69,64,42,LLIN_Dip,ICON Maxx,1,An. funestus,An. funestus,West,2,lambdacyhalothrin,pyrethroid,Mbe_Cotedivoire,16,1,5,0,1,0,0,0,1176,1,1,140,5,85,100,,100,2816,95.02840909,71.42857143,,3.571428571,71.42857143,60.71428571,,1,1,0,
73,68,44,Untreated net,Untreated,NA,An. coluzzii,An. gambiae s.l.,West,3,untreated,untreated,VDK_BurkinaFaso,27,1,1,1,0,0,0,0,63,1,1,1848,1190,NA,207,,207,NA,NA,11.2,,64.4,11.2,NA,,1,1,0,
73,68,44,LLIN,DawaPlus 2.0,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,0,0,0,63,1,0,146,88,NA,22,,22,1848,NA,15,,60.3,15,NA,,1,1,0,
73,68,44,LLIN,DawaPlus 2.0,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,VDK_BurkinaFaso,27,1,3,0,1,1,20,0,63,1,0,146,73,NA,24,,24,1848,NA,16.7,,50.3,16.7,NA,,1,1,0,
73,68,44,LLIN,DawaPlus 3.0,2,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,0,0,0,63,1,0,146,63,NA,32,,32,1848,NA,21.7,,42.93,21.7,NA,,1,1,0,
73,68,44,LLIN,DawaPlus 3.0,2,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,1,20,0,63,1,0,146,66,NA,26,,26,1848,NA,17.5,,45.5,17.5,NA,,1,1,0,
73,68,44,LLIN,Dawaplus 4.0,2,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,0,0,0,63,1,0,146,49,NA,63,,63,1848,NA,43.1,,33.8,43.1,NA,,1,1,0,
73,68,44,LLIN,Dawaplus 4.0,2,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin + PBO,pyrethroid + PBO,VDK_BurkinaFaso,27,2,10,0,1,1,20,0,63,1,0,146,59,NA,22,,22,1848,NA,15.4,,40.6,15.4,NA,,1,1,0,
74,69,45,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,63,1,0,146,13,NA,8,,8,NA,NA,5.8,,9.2,5.8,NA,,1,1,0,
74,69,45,LLIN,DawaPlus 3.0,2,An. funestus,An. funestus,East,2,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,0,0,0,63,1,0,146,8,NA,39,,39,146,NA,26.4,,5.4,26.4,NA,,1,1,0,
74,69,45,LLIN,DawaPlus 3.0,2,An. funestus,An. funestus,East,2,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,1,20,0,63,1,0,146,3,NA,28,,28,146,NA,19.2,,2.3,19.2,NA,,1,1,0,
74,69,45,LLIN,DawaPlus 4.0,2,An. funestus,An. funestus,East,2,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,0,0,0,63,1,0,146,6,NA,36,,36,146,NA,24.7,,4,24.7,NA,,1,1,0,
74,69,45,LLIN,DawaPlus 4.0,2,An. funestus,An. funestus,East,2,deltamethrin + PBO,pyrethroid + PBO,Muheza_Tanzania,17,2,10,0,1,1,20,0,63,1,0,146,3,NA,34,,34,146,NA,23.2,,2,23.2,NA,,1,1,0,
74,69,45,LLIN,Panda Net 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,63,1,0,146,6,NA,26,,26,146,NA,18.1,,4.3,18.1,NA,,1,1,0,
74,69,45,LLIN,Panda Net 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,20,0,63,1,0,146,11,NA,19,,19,146,NA,13.3,,7.8,13.3,NA,,1,1,0,
75,70,46,Untreated net,Untreated,NA,An. gambiae,An. gambiae s.l.,West,3,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,36,1,1,1054,665,248,23,,23,NA,0,2.182163188,,63.09297913,2.182163188,23.52941176,,1,1,0,
75,70,46,CTN,alphacypermethrin,NA,An. gambiae,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,1,1,0,36,1,1,760,404,265,59,,59,1054,27.89373814,7.763157895,,53.15789474,7.763157895,34.86842105,,1,1,0,
75,70,46,LLIN,Veeralin,2,An. gambiae,An. gambiae s.l.,West,3,alphacypermethrin + PBO,pyrethroid + PBO,Mbe_Cotedivoire,16,2,10,0,1,0,0,0,36,1,1,366,86,203,186,,186,1054,65.27514231,50.81967213,,23.49726776,50.81967213,55.46448087,,1,1,0,
75,70,46,LLIN,Veeralin,2,An. gambiae,An. gambiae s.l.,West,3,alphacypermethrin + PBO,pyrethroid + PBO,Mbe_Cotedivoire,16,2,10,0,1,1,20,0,36,1,1,377,89,244,144,,144,1054,64.23149905,38.19628647,,23.60742706,38.19628647,64.72148541,,1,1,0,
75,70,46,LLIN,MAGNet,1,An. gambiae,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,0,0,0,36,1,1,506,206,279,147,,147,1054,51.99240987,29.0513834,,40.71146245,29.0513834,55.13833992,,1,1,0,
75,70,46,LLIN,MAGNet,1,An. gambiae,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,1,20,0,36,1,1,519,225,243,90,,90,1054,50.75901328,17.34104046,,43.35260116,17.34104046,46.82080925,,1,1,0,
76,71,47,Untreated net,Untreated,NA,An. arabiensis,An. gambiae s.l.,Ifakara,3,untreated,untreated,Lupiro_Tanzania,12,1,1,1,0,0,0,0,25,1,1,810,112,564,42,,42,NA,0,5.925925926,,13.82716049,5.925925926,71.72839506,,1,1,0,
76,71,47,LLIN,Veeralin,2,An. arabiensis,An. gambiae s.l.,Ifakara,3,alphacypermethrin + PBO,pyrethroid + PBO,Lupiro_Tanzania,12,2,10,0,1,0,0,0,25,1,1,722,22,578,103,,103,810,10.86419753,14.26592798,,3.047091413,14.26592798,80.05540166,,1,1,0,
76,71,47,LLIN,Veeralin,2,An. arabiensis,An. gambiae s.l.,Ifakara,3,alphacypermethrin + PBO,pyrethroid + PBO,Lupiro_Tanzania,12,2,10,0,1,1,20,0,25,1,1,727,50,547,89,,89,810,10.24691358,12.24209078,,6.877579092,12.24209078,75.24071527,,1,1,0,
76,71,47,LLIN,MAGNet,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,alphacypermethrin,pyrethroid,Lupiro_Tanzania,12,1,2,0,1,0,0,0,25,1,1,1070,35,883,97,,97,810,-32.09876543,9.065420561,,3.271028037,9.065420561,82.52336449,,1,1,0,
76,71,47,LLIN,MAGNet,1,An. arabiensis,An. gambiae s.l.,Ifakara,3,alphacypermethrin,pyrethroid,Lupiro_Tanzania,12,1,2,0,1,1,20,0,25,1,1,773,33,633,111,,111,810,4.567901235,14.35963777,,4.269081501,14.35963777,81.88874515,,1,1,0,
76,71,47,Untreated net,Untreated,NA,An. funestus,An. funestus,Ifakara,2,untreated,untreated,Lupiro_Tanzania,12,1,1,1,0,0,0,0,25,1,1,169,64,70,7,,7,NA,0,5.925925926,,13.82716049,5.925925926,71.72839506,,1,1,0,
76,71,47,LLIN,Veeralin,2,An. funestus,An. funestus,Ifakara,2,alphacypermethrin + PBO,pyrethroid + PBO,Lupiro_Tanzania,12,2,10,0,1,0,0,0,25,1,1,89,5,72,6,,6,169,47.33727811,6.741573034,,5.617977528,6.741573034,80.8988764,,1,1,0,
76,71,47,LLIN,Veeralin,2,An. funestus,An. funestus,Ifakara,2,alphacypermethrin + PBO,pyrethroid + PBO,Lupiro_Tanzania,12,2,10,0,1,1,20,0,25,1,1,83,0,62,5,,5,169,50.88757396,6.024096386,,0,6.024096386,74.69879518,,1,1,0,
76,71,47,LLIN,MAGNet,1,An. funestus,An. funestus,Ifakara,2,alphacypermethrin,pyrethroid,Lupiro_Tanzania,12,1,2,0,1,0,0,0,25,1,1,113,3,95,8,,8,169,33.13609467,7.079646018,,2.654867257,7.079646018,84.07079646,,1,1,0,
76,71,47,LLIN,MAGNet,1,An. funestus,An. funestus,Ifakara,2,alphacypermethrin,pyrethroid,Lupiro_Tanzania,12,1,2,0,1,1,20,0,25,1,1,103,8,79,8,,8,169,39.05325444,7.766990291,,7.766990291,7.766990291,76.69902913,,1,1,0,
79,74,49,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,54,1,1,139,36,59,13,29,29,NA,0,9.352517986,21,25.89928058,9.352517986,42.44604317,,1,1,0,
79,74,49,CTN,chlorfenapyr,NA,An. funestus,An. funestus,East,2,chlorfenapyr,pyrrole,Muheza_Tanzania,17,1,14,0,1,0,0,0,54,1,1,54,20,32,23,35,35,139,61.15107914,42.59259259,65,37.03703704,65,59.25925926,,1,1,0,
79,74,49,LLIN,Interceptor,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,54,1,1,94,14,74,14,35,14,139,32.37410072,14.89361702,,14.89361702,14.89361702,78.72340426,,1,1,0,
79,74,49,LLIN,Interceptor,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,54,1,1,97,16,83,14,33,14,139,30.21582734,14.43298969,,16.49484536,14.43298969,85.56701031,,1,1,0,
79,74,49,LLIN,Interceptor G2,2,An. funestus,An. funestus,East,2,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Muheza_Tanzania,17,2,15,0,1,0,0,0,54,1,1,63,11,51,30,38,38,139,54.67625899,47.61904762,60,17.46031746,60,80.95238095,,1,1,0,
79,74,49,LLIN,Interceptor G2,2,An. funestus,An. funestus,East,2,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Muheza_Tanzania,17,2,15,0,1,1,20,0,54,1,1,133,23,107,67,93,93,139,4.316546763,50.37593985,70,17.29323308,70,80.45112782,,1,1,0,
79,74,49,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,East,3,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,54,1,1,10,3,7,1,1,1,NA,0,10,10,30,10,70,,1,1,0,
79,74,49,CTN,chlorfenapyr,NA,An. gambiae s.s.,An. gambiae s.l.,East,3,chlorfenapyr,pyrrole,Muheza_Tanzania,17,1,14,0,1,0,0,0,54,1,1,5,2,2,1,2,2,10,50,20,40,40,40,40,,1,1,0,
79,74,49,LLIN,Interceptor,1,An. gambiae s.s.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,54,1,1,5,2,4,1,,1,10,50,20,,40,20,80,,1,1,0,
79,74,49,LLIN,Interceptor,1,An. gambiae s.s.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,54,1,1,6,2,2,2,,2,10,40,33.33333333,,33.33333333,33.33333333,33.33333333,,1,1,0,
79,74,49,LLIN,Interceptor G2,2,An. gambiae s.s.,An. gambiae s.l.,East,3,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Muheza_Tanzania,17,2,15,0,1,0,0,0,54,1,1,7,1,7,6,7,7,10,30,85.71428571,100,14.28571429,100,100,,1,1,0,
79,74,49,LLIN,Interceptor G2,2,An. gambiae s.s.,An. gambiae s.l.,East,3,alphacypermethrin + chlorfenapyr,pyrethroid + pyrrole,Muheza_Tanzania,17,2,15,0,1,1,20,0,54,1,1,9,1,7,6,7,7,10,10,66.66666667,77,11.11111111,77,77.77777778,,1,1,0,
83,76,50,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,72,1,1,1014,604,287.976,85.176,,85.176,NA,NA,8.4,,59.6,8.4,28.4,,1,1,0,
83,76,50,LLIN,PandaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,0,0,0,72,1,0,146,32,96,73,,73,1014,NA,50.2,,22,50.2,66,,1,1,0,
83,76,50,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,0,0,0,72,1,0,146,37,88,33,,33,1014,NA,22.5,,25,22.5,60,,1,1,0,
83,76,50,LLIN,PandaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,20,0,72,1,0,146,34,86,37,,37,1014,NA,25.1,,23.2,25.1,58.8,,1,1,0,
83,76,50,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,20,0,72,1,0,146,74,56,14,,14,1014,NA,9.7,,50.8,9.7,38.5,,1,1,0,
83,76,50,CTN,-,NA,An. gambiae s.l.,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,3,0,72,1,0,146,91,47,13,,13,1014,NA,9.2,,62,9.2,32,,1,1,0,
84,77,51,Untreated net,Untreated,NA,An. coluzzii,An. gambiae s.l.,West,3,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,72,1,0,146,88,41,12,,12,NA,NA,8,,60,8,28,,1,1,0,
84,77,51,LLIN,Yahe,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,0,0,0,72,1,0,146,54,73,20,,20,146,NA,14,,37,14,50,,1,1,0,
84,77,51,LLIN,Yahe,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,20,0,72,1,0,146,72,50,15,,15,146,NA,10,,49,10,34,,1,1,0,
84,77,51,LLIN,PermaNet 2.0,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,0,0,0,72,1,0,146,37,88,34,,34,146,NA,23,,25,23,60,,1,1,0,
84,77,51,LLIN,PermaNet 2.0,1,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,20,0,72,1,0,146,74,57,15,,15,146,NA,10,,51,10,39,,1,1,0,
84,77,51,CTN,-,NA,An. coluzzii,An. gambiae s.l.,West,3,deltamethrin,pyrethroid,Mbe_Cotedivoire,16,1,3,0,1,1,4,0,72,1,0,146,83,41,12,,12,146,NA,8,,57,8,28,,1,1,0,
85,78,52,Untreated net,Untreated,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,untreated,untreated,Mbe_Cotedivoire,16,1,1,1,0,0,0,0,36,1,1,1594,983,419.222,127.52,,127.52,NA,NA,8,,61.7,8,26.3,,1,1,0,
85,78,52,LLIN,MiraNet,1,An. gambiae s.s.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,0,0,0,36,1,0,146,57,NA,22,,22,1594,NA,15.2,,38.9,15.2,NA,,1,1,0,
85,78,52,LLIN,MiraNet,1,An. gambiae s.s.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,1,20,0,36,1,0,146,62,NA,20,,20,1594,NA,13.9,,42.8,13.9,NA,,1,1,0,
85,78,52,LLIN,MAGNet,1,An. gambiae s.s.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,0,0,0,36,1,0,146,40,NA,45,,45,1594,NA,30.5,,27.5,30.5,NA,,1,1,0,
85,78,52,LLIN,MAGNet,1,An. gambiae s.s.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,1,20,0,36,1,0,146,60,NA,28,,28,1594,NA,19.2,,40.8,19.2,NA,,1,1,0,
85,78,52,CTN,-,NA,An. gambiae s.s.,An. gambiae s.l.,West,3,alphacypermethrin,pyrethroid,Mbe_Cotedivoire,16,1,2,0,1,1,2,0,36,1,0,146,61,NA,15,,15,1594,NA,10.6,,41.6,10.6,NA,,1,1,0,
86,79,53,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,East,3,untreated,untreated,Mabogini_Tanzania,13,1,1,1,0,0,0,0,25,1,1,406,98,257.81,10.15,,10.15,NA,NA,2.5,,24.1,2.5,63.5,,1,1,0,
86,79,53,LLIN,MiraNet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Mabogini_Tanzania,13,1,2,0,1,0,0,0,25,1,0,146,9,NA,143,,143,406,NA,97.9,,6.4,97.9,NA,,1,1,0,
86,79,53,LLIN,MiraNet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Mabogini_Tanzania,13,1,2,0,1,1,20,0,25,1,0,146,13,NA,146,,146,406,NA,100,,9.1,100,NA,,1,1,0,
86,79,53,LLIN,Duranet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Mabogini_Tanzania,13,1,2,0,1,0,0,0,25,1,0,146,8,NA,146,,146,406,NA,99.8,,5.3,99.8,NA,,1,1,0,
86,79,53,LLIN,Duranet,1,An. gambiae s.l.,An. gambiae s.l.,East,3,alphacypermethrin,pyrethroid,Mabogini_Tanzania,13,1,2,0,1,1,20,0,25,1,0,146,9,NA,99,,99,406,NA,67.9,,6.3,67.9,NA,,1,1,0,
87,80,54,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,36,1,1,136,32,66.64,5.032,,5.032,NA,NA,3.7,,23.5,3.7,49,,1,1,0,
87,80,54,LLIN,MiraNet,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,36,1,0,146,10,130,8,,8,136,NA,5.7,,6.6,5.7,88.7,,1,1,0,
87,80,54,LLIN,MiraNet,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,36,1,0,146,29,NA,8,,8,136,NA,5.8,,19.9,5.8,NA,,1,1,0,
87,80,54,LLIN,MAGNet,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,0,0,0,36,1,0,146,18,NA,8,,8,136,NA,5.7,,12.4,5.7,NA,,1,1,0,
87,80,54,LLIN,MAGNet,1,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,20,0,36,1,0,146,20,NA,8,,8,136,NA,5.3,,13.8,5.3,NA,,1,1,0,
87,80,54,CTN,-,NA,An. funestus,An. funestus,East,2,alphacypermethrin,pyrethroid,Muheza_Tanzania,17,1,2,0,1,1,3,0,36,1,0,146,21,107,7,,7,136,NA,5,,14.3,5,73.1,,1,1,0,
88,81,55,Untreated net,Untreated,NA,An. funestus,An. funestus,East,2,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,36,1,1,126,36,65.016,9.954,,9.954,NA,NA,7.9,,28.6,7.9,51.6,,1,1,0,
88,81,55,LLIN,PandaNet 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,36,1,0,146,9,123,38,,38,126,NA,26.2,,6.2,26.2,84.1,,1,1,0,
88,81,55,LLIN,PermaNet 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,36,1,0,146,34,128,36,,36,126,NA,24.4,,23.6,24.4,87.8,,1,1,0,
88,81,55,LLIN,PandaNet 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,20,0,36,1,0,146,17,137,29,,29,126,NA,20,,11.6,20,93.5,,1,1,0,
88,81,55,LLIN,PermaNet 2.0,1,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,20,0,36,1,0,146,18,129,27,,27,126,NA,18.2,,12.2,18.2,88.5,,1,1,0,
88,81,55,CTN,-,NA,An. funestus,An. funestus,East,2,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,1,4,0,36,1,0,146,33,99,7,,7,126,NA,5.1,,22.7,5.1,67.7,,1,1,0,
88,81,55,Untreated net,Untreated,NA,An. gambiae s.l.,An. gambiae s.l.,East,3,untreated,untreated,Muheza_Tanzania,17,1,1,1,0,0,0,0,36,1,1,29,10,20.01,2.987,,2.987,NA,NA,10.3,,34.5,10.3,69,,1,1,0,
88,81,55,LLIN,PandaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,36,1,0,146,10,136,25,,25,29,NA,17.2,,6.9,17.2,93.1,,1,1,0,
88,81,55,LLIN,PermaNet 2.0,1,An. gambiae s.l.,An. gambiae s.l.,East,3,deltamethrin,pyrethroid,Muheza_Tanzania,17,1,3,0,1,0,0,0,36,1,0,146,22,129,24,,24,29,NA,16.4,,14.8,16.4,88.5,,1,1,0,
